company_name,company_slug,website,yc_directory_url,detected_board_type,selected_url,board_token,board_url,api_url,confirmation_status,job_count,endpoint_http_status,notes
Pivot Robotics,pivot-robotics,https://pivotrobotics.com,https://www.ycombinator.com/companies/pivot-robotics,ashby,https://www.pivotrobotics.com/company/careers/,pivotrobotics,https://jobs.ashbyhq.com/pivotrobotics,https://api.ashbyhq.com/posting-api/job-board/pivotrobotics?includeCompensation=true,live_jobs,2,200,
Podium,podium,https://podium.com,https://www.ycombinator.com/companies/podium,greenhouse,https://www.podium.com/careers,podium81,https://job-boards.greenhouse.io/podium81,https://boards-api.greenhouse.io/v1/boards/podium81/jobs?content=true,live_jobs,57,200,
Polymath,polymath,https://polymathlabs.ai/,https://www.ycombinator.com/companies/polymath,ashby,https://polymathlabs.ai/careers,polymath,https://jobs.ashbyhq.com/polymath,https://api.ashbyhq.com/posting-api/job-board/polymath?includeCompensation=true,live_jobs,5,200,
Popl,popl,https://popl.co/,https://www.ycombinator.com/companies/popl,ashby,https://popl.co/,popl,https://jobs.ashbyhq.com/popl,https://api.ashbyhq.com/posting-api/job-board/popl?includeCompensation=true,live_jobs,8,200,
Postscript,postscript,https://postscript.io,https://www.ycombinator.com/companies/postscript,greenhouse,https://postscript.io/careers,postscript,https://job-boards.greenhouse.io/postscript,https://boards-api.greenhouse.io/v1/boards/postscript/jobs?content=true,live_jobs,6,200,
Probably Genetic,probably-genetic,https://www.probablygenetic.com/,https://www.ycombinator.com/companies/probably-genetic,ashby,https://careersatprobablygenetic.netlify.app/,probablygenetic,https://jobs.ashbyhq.com/probablygenetic,https://api.ashbyhq.com/posting-api/job-board/probablygenetic?includeCompensation=true,live_jobs,6,200,
Prodigal,prodigal,https://prodigaltech.com/,https://www.ycombinator.com/companies/prodigal,greenhouse,https://www.prodigaltech.com/careers,prodigal,https://job-boards.greenhouse.io/prodigal,https://boards-api.greenhouse.io/v1/boards/prodigal/jobs?content=true,live_jobs,13,200,
Promise,promise,http://promise-pay.com,https://www.ycombinator.com/companies/promise,ashby,https://www.promise-pay.com/careers,Promise,https://jobs.ashbyhq.com/Promise,https://api.ashbyhq.com/posting-api/job-board/Promise?includeCompensation=true,live_jobs,24,200,
Prosper,prosper,https://www.getprosper.ai?utm_source=yc&utm_medium=directory&utm_campaign=yc_directory,https://www.ycombinator.com/companies/prosper,ashby,https://www.getprosper.ai/careers,prosper-ai,https://jobs.ashbyhq.com/prosper-ai,https://api.ashbyhq.com/posting-api/job-board/prosper-ai?includeCompensation=true,live_jobs,10,200,
Prox,prox,https://useprox.com,https://www.ycombinator.com/companies/prox,ashby,https://useprox.com/careers,prox,https://jobs.ashbyhq.com/prox,https://api.ashbyhq.com/posting-api/job-board/prox?includeCompensation=true,live_jobs,3,200,
Pulse,pulse-3,https://www.runpulse.com/,https://www.ycombinator.com/companies/pulse-3,ashby,https://www.runpulse.com/careers,pulse,https://jobs.ashbyhq.com/pulse,https://api.ashbyhq.com/posting-api/job-board/pulse?includeCompensation=true,live_jobs,10,200,
Pump.co,pump-co,https://www.pump.co/,https://www.ycombinator.com/companies/pump-co,greenhouse,https://www.pump.co/why,pumpcareers,https://job-boards.greenhouse.io/pumpcareers,https://boards-api.greenhouse.io/v1/boards/pumpcareers/jobs?content=true,live_jobs,14,200,
Pylon,pylon-2,https://usepylon.com/?utm_source=bookface&utm_medium=referral&utm_campaign=pylon-profile,https://www.ycombinator.com/companies/pylon-2,ashby,https://www.usepylon.com/?utm_source=bookface&utm_medium=referral&utm_campaign=pylon-profile,pylon-labs,https://jobs.ashbyhq.com/pylon-labs,https://api.ashbyhq.com/posting-api/job-board/pylon-labs?includeCompensation=true,live_jobs,51,200,
Quartzy,quartzy,https://www.quartzy.com,https://www.ycombinator.com/companies/quartzy,lever,https://www.quartzy.com/careers,quartzy,https://jobs.lever.co/quartzy,https://api.lever.co/v0/postings/quartzy?mode=json,live_jobs,3,200,
Quindar,quindar,https://www.quindar.space,https://www.ycombinator.com/companies/quindar,ashby,https://quindar.space/,quindar,https://jobs.ashbyhq.com/quindar,https://api.ashbyhq.com/posting-api/job-board/quindar?includeCompensation=true,live_jobs,10,200,
Qventus,qventus,http://qventus.com,https://www.ycombinator.com/companies/qventus,greenhouse,https://www.qventus.com:443/,qventus,https://job-boards.greenhouse.io/qventus,https://boards-api.greenhouse.io/v1/boards/qventus/jobs?content=true,live_jobs,19,200,
RADAR,radar,https://goradar.com,https://www.ycombinator.com/companies/radar,greenhouse,https://goradar.com/jobs/,radar,https://job-boards.greenhouse.io/radar,https://boards-api.greenhouse.io/v1/boards/radar/jobs?content=true,live_jobs,23,200,
Rally UXR,rally-uxr,https://www.rallyuxr.com/,https://www.ycombinator.com/companies/rally-uxr,ashby,https://www.rallyuxr.com/careers,rallyuxr,https://jobs.ashbyhq.com/rallyuxr,https://api.ashbyhq.com/posting-api/job-board/rallyuxr?includeCompensation=true,live_jobs,7,200,
Reacher,reacher,https://reacherapp.com/,https://www.ycombinator.com/companies/reacher,ashby,https://www.reacherapp.com/,reacher,https://jobs.ashbyhq.com/reacher,https://api.ashbyhq.com/posting-api/job-board/reacher?includeCompensation=true,live_jobs,10,200,
Recall.ai,recall-ai,https://www.recall.ai,https://www.ycombinator.com/companies/recall-ai,ashby,https://www.recall.ai/,,,,unresolved_board_token,0,200,no_ashby_org_found
Recidiviz,recidiviz,https://www.recidiviz.org/,https://www.ycombinator.com/companies/recidiviz,greenhouse,https://www.recidiviz.org/careers,recidiviz,https://job-boards.greenhouse.io/recidiviz,https://boards-api.greenhouse.io/v1/boards/recidiviz/jobs?content=true,live_jobs,9,200,
Relace,relace,https://relace.ai,https://www.ycombinator.com/companies/relace,ashby,https://relace.ai/about-us,relace,https://jobs.ashbyhq.com/relace,https://api.ashbyhq.com/posting-api/job-board/relace?includeCompensation=true,live_jobs,6,200,
Relativity Space,relativity-space,http://relativityspace.com,https://www.ycombinator.com/companies/relativity-space,greenhouse,https://www.relativityspace.com/darkmatterlab,relativity,https://job-boards.greenhouse.io/relativity,https://boards-api.greenhouse.io/v1/boards/relativity/jobs?content=true,live_jobs,295,200,
Rescale,rescale,https://rescale.com,https://www.ycombinator.com/companies/rescale,lever,https://rescale.com/company/careers/,,,,endpoint_error,0,404,http_404
Retell AI,retell-ai,https://retellai.com,https://www.ycombinator.com/companies/retell-ai,ashby,https://www.retellai.com/careers,retell-ai,https://jobs.ashbyhq.com/retell-ai,https://api.ashbyhq.com/posting-api/job-board/retell-ai?includeCompensation=true,live_jobs,23,200,
RevenueCat,revenuecat,https://www.revenuecat.com/,https://www.ycombinator.com/companies/revenuecat,ashby,https://www.revenuecat.com/pricing,revenuecat,https://jobs.ashbyhq.com/revenuecat,https://api.ashbyhq.com/posting-api/job-board/revenuecat?includeCompensation=true,live_jobs,26,200,
Roboflow,roboflow,https://roboflow.com,https://www.ycombinator.com/companies/roboflow,ashby,https://roboflow.com/careers,roboflow,https://jobs.ashbyhq.com/roboflow,https://api.ashbyhq.com/posting-api/job-board/roboflow?includeCompensation=true,live_jobs,25,200,
Rollstack,rollstack-2,https://www.rollstack.com,https://www.ycombinator.com/companies/rollstack-2,ashby,https://www.rollstack.com/careers,rollstack,https://jobs.ashbyhq.com/rollstack,https://api.ashbyhq.com/posting-api/job-board/rollstack?includeCompensation=true,live_jobs,3,200,
Ryvn,ryvn,https://ryvn.ai,https://www.ycombinator.com/companies/ryvn,ashby,https://ryvn.ai/careers,ryvn,https://jobs.ashbyhq.com/ryvn,https://api.ashbyhq.com/posting-api/job-board/ryvn?includeCompensation=true,live_jobs,1,200,
SafetyKit,safetykit,https://www.safetykit.com/,https://www.ycombinator.com/companies/safetykit,ashby,https://www.safetykit.com/jobs,safetykit,https://jobs.ashbyhq.com/safetykit,https://api.ashbyhq.com/posting-api/job-board/safetykit?includeCompensation=true,live_jobs,9,200,
SalesPatriot,salespatriot,https://www.salespatriot.com/,https://www.ycombinator.com/companies/salespatriot,ashby,https://salespatriot.com/careers,SalesPatriot,https://jobs.ashbyhq.com/SalesPatriot,https://api.ashbyhq.com/posting-api/job-board/SalesPatriot?includeCompensation=true,live_jobs,3,200,
Shape (ShapeScale),shape-shapescale,https://shapescale.com,https://www.ycombinator.com/companies/shape-shapescale,greenhouse,https://shapescale.com/careers/,,,,endpoint_error,0,404,http_404
Shepherd,shepherd,https://shepherdinsurance.com,https://www.ycombinator.com/companies/shepherd,ashby,https://www.shepherdinsurance.com/careers,shepherd,https://jobs.ashbyhq.com/shepherd,https://api.ashbyhq.com/posting-api/job-board/shepherd?includeCompensation=true,live_jobs,15,200,
Short Story,short-story,https://shortstorybox.com,https://www.ycombinator.com/companies/short-story,ashby,https://my.shortstorybox.com/careers,ShortStory,https://jobs.ashbyhq.com/ShortStory,https://api.ashbyhq.com/posting-api/job-board/ShortStory?includeCompensation=true,live_jobs,17,200,
Sieve,sieve,https://sievedata.com/,https://www.ycombinator.com/companies/sieve,ashby,https://sieve.ai/careers,sieve,https://jobs.ashbyhq.com/sieve,https://api.ashbyhq.com/posting-api/job-board/sieve?includeCompensation=true,live_jobs,8,200,
Sift,sift,https://sift.com/,https://www.ycombinator.com/companies/sift,ashby,https://sift.com/careers/,sift,https://jobs.ashbyhq.com/sift,https://api.ashbyhq.com/posting-api/job-board/sift?includeCompensation=true,live_jobs,10,200,
SigNoz,signoz,https://signoz.io,https://www.ycombinator.com/companies/signoz,ashby,https://jobs.ashbyhq.com/SigNoz,SigNoz,https://jobs.ashbyhq.com/SigNoz,https://api.ashbyhq.com/posting-api/job-board/SigNoz?includeCompensation=true,live_jobs,14,200,
Sim,sim,https://sim.ai,https://www.ycombinator.com/companies/sim,ashby,https://www.sim.ai:443/,sim,https://jobs.ashbyhq.com/sim,https://api.ashbyhq.com/posting-api/job-board/sim?includeCompensation=true,live_jobs,5,200,
Simple AI,simple-ai,https://www.usesimple.ai,https://www.ycombinator.com/companies/simple-ai,ashby,https://www.usesimple.ai/careers,simple-ai,https://jobs.ashbyhq.com/simple-ai,https://api.ashbyhq.com/posting-api/job-board/simple-ai?includeCompensation=true,live_jobs,8,200,
SimplyInsured,simplyinsured,http://simplyinsured.com,https://www.ycombinator.com/companies/simplyinsured,greenhouse,https://get.simplyinsured.com/careers,si,https://job-boards.greenhouse.io/si,https://boards-api.greenhouse.io/v1/boards/si/jobs?content=true,live_jobs,2,200,
Skyways,skyways,http://skyways.com,https://www.ycombinator.com/companies/skyways,lever,https://www.skyways.com/careers,skyways,https://jobs.lever.co/skyways,https://api.lever.co/v0/postings/skyways?mode=json,live_jobs,20,200,
Slash,slash,https://www.slash.com/,https://www.ycombinator.com/companies/slash,ashby,https://www.slash.com/company/careers,slash-financial,https://jobs.ashbyhq.com/slash-financial,https://api.ashbyhq.com/posting-api/job-board/slash-financial?includeCompensation=true,live_jobs,15,200,
SmartAsset,smartasset,http://smartasset.com,https://www.ycombinator.com/companies/smartasset,greenhouse,https://smartasset.com/careers,smartasset,https://job-boards.greenhouse.io/smartasset,https://boards-api.greenhouse.io/v1/boards/smartasset/jobs?content=true,live_jobs,3,200,
Sola,sola,https://www.sola-solutions.com/,https://www.ycombinator.com/companies/sola,ashby,https://www.sola.ai/,sola,https://jobs.ashbyhq.com/sola,https://api.ashbyhq.com/posting-api/job-board/sola?includeCompensation=true,live_jobs,5,200,
Solidroad,solidroad,https://solidroad.com,https://www.ycombinator.com/companies/solidroad,ashby,https://www.solidroad.com/careers,solidroad,https://jobs.ashbyhq.com/solidroad,https://api.ashbyhq.com/posting-api/job-board/solidroad?includeCompensation=true,live_jobs,8,200,
SPATE,spate,https://www.spate.nyc,https://www.ycombinator.com/companies/spate,workable,https://www.spate.nyc/,spate,https://apply.workable.com/spate/,https://apply.workable.com/api/v3/accounts/spate/jobs,live_jobs,4,200,
Spellbrush,spellbrush,https://spellbrush.com,https://www.ycombinator.com/companies/spellbrush,ashby,https://spellbrush.com/careers,spellbrush,https://jobs.ashbyhq.com/spellbrush,https://api.ashbyhq.com/posting-api/job-board/spellbrush?includeCompensation=true,live_jobs,10,200,
Sphere,sphere,https://www.getsphere.com/,https://www.ycombinator.com/companies/sphere,ashby,https://www.getsphere.com/about-us#roles,Sphere,https://jobs.ashbyhq.com/Sphere,https://api.ashbyhq.com/posting-api/job-board/Sphere?includeCompensation=true,live_jobs,12,200,
Spherecast,spherecast,https://www.spherecast.ai/,https://www.ycombinator.com/companies/spherecast,ashby,https://www.spherecast.ai/,spherecast,https://jobs.ashbyhq.com/spherecast,https://api.ashbyhq.com/posting-api/job-board/spherecast?includeCompensation=true,live_jobs,1,200,
SpruceID,spruceid,https://www.spruceid.com,https://www.ycombinator.com/companies/spruceid,ashby,https://spruceid.com/,spruceid,https://jobs.ashbyhq.com/spruceid,https://api.ashbyhq.com/posting-api/job-board/spruceid?includeCompensation=true,live_jobs,8,200,
Spur,spur,https://www.spurtest.com/,https://www.ycombinator.com/companies/spur,ashby,https://www.spurtest.com/careers,Pear-VC,https://jobs.ashbyhq.com/Pear-VC,https://api.ashbyhq.com/posting-api/job-board/Pear-VC?includeCompensation=true,live_jobs,92,200,
Stepful,stepful,https://www.stepful.com,https://www.ycombinator.com/companies/stepful,ashby,https://www.stepful.com/careers,Stepful,https://jobs.ashbyhq.com/Stepful,https://api.ashbyhq.com/posting-api/job-board/Stepful?includeCompensation=true,live_jobs,27,200,
Strada,strada,https://www.getstrada.com/,https://www.ycombinator.com/companies/strada,ashby,https://www.getstrada.com/customers/first-connect,stradahq,https://jobs.ashbyhq.com/stradahq,https://api.ashbyhq.com/posting-api/job-board/stradahq?includeCompensation=true,live_jobs,3,200,
Suger,suger,https://www.suger.io/,https://www.ycombinator.com/companies/suger,lever,https://www.suger.io/careers/,suger,https://jobs.lever.co/suger,https://api.lever.co/v0/postings/suger?mode=json,live_jobs,8,200,
Sully.ai,sully-ai,https://www.sully.ai,https://www.ycombinator.com/companies/sully-ai,ashby,https://www.sully.ai/labs,sully-ai,https://jobs.ashbyhq.com/sully-ai,https://api.ashbyhq.com/posting-api/job-board/sully-ai?includeCompensation=true,live_jobs,23,200,
Swayable,swayable,http://swayable.com,https://www.ycombinator.com/companies/swayable,greenhouse,https://www.swayable.com/about/#careers,swayable,https://job-boards.greenhouse.io/swayable,https://boards-api.greenhouse.io/v1/boards/swayable/jobs?content=true,live_jobs,14,200,
SwiftSku,swiftsku,https://swiftsku.com,https://www.ycombinator.com/companies/swiftsku,greenhouse,https://www.swiftsku.com/,,,,endpoint_error,0,404,http_404
Tavus,tavus,https://www.tavus.io,https://www.ycombinator.com/companies/tavus,ashby,https://www.tavus.io/careers,tavus,https://jobs.ashbyhq.com/tavus,https://api.ashbyhq.com/posting-api/job-board/tavus?includeCompensation=true,live_jobs,9,200,
Tennr,tennr,https://www.tennr.com,https://www.ycombinator.com/companies/tennr,ashby,https://www.tennr.com/careers,tennr,https://jobs.ashbyhq.com/tennr,https://api.ashbyhq.com/posting-api/job-board/tennr?includeCompensation=true,live_jobs,16,200,
Tint,tint,http://www.tint.ai,https://www.ycombinator.com/companies/tint,greenhouse,https://www.tint.ai/careers,tintai,https://job-boards.greenhouse.io/tintai,https://boards-api.greenhouse.io/v1/boards/tintai/jobs?content=true,board_reachable_zero_jobs,0,200,
Titan,titan,http://www.titan.com,https://www.ycombinator.com/companies/titan,ashby,https://www.titan.com/careers,titan,https://jobs.ashbyhq.com/titan,https://api.ashbyhq.com/posting-api/job-board/titan?includeCompensation=true,live_jobs,12,200,
Topline Pro,topline-pro,https://www.toplinepro.com,https://www.ycombinator.com/companies/topline-pro,ashby,https://www.toplinepro.com/careers,topline-pro,https://jobs.ashbyhq.com/topline-pro,https://api.ashbyhq.com/posting-api/job-board/topline-pro?includeCompensation=true,live_jobs,12,200,
Tovala,tovala,http://www.tovala.com,https://www.ycombinator.com/companies/tovala,lever,https://jobs.lever.co/tovala,tovala,https://jobs.lever.co/tovala,https://api.lever.co/v0/postings/tovala?mode=json,live_jobs,11,200,
TRM Labs,trm-labs,https://trmlabs.com/,https://www.ycombinator.com/companies/trm-labs,greenhouse,https://www.trmlabs.com/careers,,,,endpoint_error,0,404,http_404
Truss,truss,https://trusspayments.com,https://www.ycombinator.com/companies/truss,ashby,https://trusspayments.com/careers,,,,endpoint_error,0,404,http_404
truthsystems,truthsystems,https://www.truthsystems.ai,https://www.ycombinator.com/companies/truthsystems,ashby,https://www.truthsystems.ai/,truthsystems,https://jobs.ashbyhq.com/truthsystems,https://api.ashbyhq.com/posting-api/job-board/truthsystems?includeCompensation=true,live_jobs,4,200,
Tuesday Lab,tuesday-lab,https://www.tuesdaylab.com,https://www.ycombinator.com/companies/tuesday-lab,ashby,https://tuesdaylabs.com/careers,tuesday-labs,https://jobs.ashbyhq.com/tuesday-labs,https://api.ashbyhq.com/posting-api/job-board/tuesday-labs?includeCompensation=true,live_jobs,3,200,
Turion Space,turion-space,https://turionspace.com/,https://www.ycombinator.com/companies/turion-space,ashby,https://turionspace.com/,turion-space,https://jobs.ashbyhq.com/turion-space,https://api.ashbyhq.com/posting-api/job-board/turion-space?includeCompensation=true,live_jobs,21,200,
Two Dots,two-dots,https://www.twodots.com,https://www.ycombinator.com/companies/two-dots,ashby,https://www.twodots.com/about,two-dots,https://jobs.ashbyhq.com/two-dots,https://api.ashbyhq.com/posting-api/job-board/two-dots?includeCompensation=true,live_jobs,7,200,
Uplane,uplane,https://uplane.com,https://www.ycombinator.com/companies/uplane,ashby,https://uplane.com/carrees,uplane,https://jobs.ashbyhq.com/uplane,https://api.ashbyhq.com/posting-api/job-board/uplane?includeCompensation=true,live_jobs,8,200,
Usul,usul,https://www.usul.com,https://www.ycombinator.com/companies/usul,ashby,https://usul.com/sources,usul,https://jobs.ashbyhq.com/usul,https://api.ashbyhq.com/posting-api/job-board/usul?includeCompensation=true,live_jobs,7,200,
Vanta,vanta,https://vanta.com,https://www.ycombinator.com/companies/vanta,ashby,https://www.vanta.com/company/careers,vanta,https://jobs.ashbyhq.com/vanta,https://api.ashbyhq.com/posting-api/job-board/vanta?includeCompensation=true,live_jobs,131,200,
Vapi,vapi,https://vapi.ai,https://www.ycombinator.com/companies/vapi,ashby,https://vapi.ai/careers,vapi,https://jobs.ashbyhq.com/vapi,https://api.ashbyhq.com/posting-api/job-board/vapi?includeCompensation=true,live_jobs,30,200,
Variance,variance,https://www.variance.com/,https://www.ycombinator.com/companies/variance,ashby,https://www.variance.com/careers,intrinsic-safety,https://jobs.ashbyhq.com/intrinsic-safety,https://api.ashbyhq.com/posting-api/job-board/intrinsic-safety?includeCompensation=true,live_jobs,13,200,
VergeSense,vergesense,http://www.vergesense.com,https://www.ycombinator.com/companies/vergesense,lever,https://www.vergesense.com/,vergesense,https://jobs.lever.co/vergesense,https://api.lever.co/v0/postings/vergesense?mode=json,live_jobs,1,200,
Verne Robotics,verne-robotics,https://vernerobotics.com/,https://www.ycombinator.com/companies/verne-robotics,ashby,https://www.vernerobotics.com/company,,,,endpoint_error,0,404,http_404
Vetcove,vetcove,https://www.vetcove.com,https://www.ycombinator.com/companies/vetcove,ashby,https://shop.vetcove.com/careers/,Vetcove,https://jobs.ashbyhq.com/Vetcove,https://api.ashbyhq.com/posting-api/job-board/Vetcove?includeCompensation=true,live_jobs,22,200,
Vitable Health,vitable-health,https://vitablehealth.com,https://www.ycombinator.com/companies/vitable-health,greenhouse,https://www.vitablehealth.com/careers,vitablehealth,https://job-boards.greenhouse.io/vitablehealth,https://boards-api.greenhouse.io/v1/boards/vitablehealth/jobs?content=true,live_jobs,6,200,
Vitalize,vitalize,https://vitalize.care,https://www.ycombinator.com/companies/vitalize,ashby,https://vitalize.care/,vitalize,https://jobs.ashbyhq.com/vitalize,https://api.ashbyhq.com/posting-api/job-board/vitalize?includeCompensation=true,live_jobs,10,200,
"Volta Labs, Inc.",volta-labs-inc,http://voltalabs.com,https://www.ycombinator.com/companies/volta-labs-inc,lever,https://voltalabs.com/careers,voltalabs,https://jobs.lever.co/voltalabs,https://api.lever.co/v0/postings/voltalabs?mode=json,live_jobs,8,200,
Vori,vori,https://www.vori.com,https://www.ycombinator.com/companies/vori,ashby,https://www.vori.com/careers,Vori,https://jobs.ashbyhq.com/Vori,https://api.ashbyhq.com/posting-api/job-board/Vori?includeCompensation=true,live_jobs,10,200,
WarpBuild,warpbuild,https://www.warpbuild.com,https://www.ycombinator.com/companies/warpbuild,ashby,https://www.warpbuild.com/,warpbuild,https://jobs.ashbyhq.com/warpbuild,https://api.ashbyhq.com/posting-api/job-board/warpbuild?includeCompensation=true,live_jobs,1,200,
Weave,weave-3,https://workweave.dev,https://www.ycombinator.com/companies/weave-3,ashby,https://workweave.dev/,workweave,https://jobs.ashbyhq.com/workweave,https://api.ashbyhq.com/posting-api/job-board/workweave?includeCompensation=true,live_jobs,9,200,
Weekend (fmr. Volley),weekend-fmr-volley,https://weekend.com,https://www.ycombinator.com/companies/weekend-fmr-volley,greenhouse,https://www.weekend.com/careers,,,,unresolved_board_token,0,200,no_greenhouse_token_found
Wordware,wordware,https://wordware.ai/,https://www.ycombinator.com/companies/wordware,ashby,https://www.wordware.ai/,sauna.ai,https://jobs.ashbyhq.com/sauna.ai,https://api.ashbyhq.com/posting-api/job-board/sauna.ai?includeCompensation=true,live_jobs,9,200,
Writesonic,writesonic,https://writesonic.com/,https://www.ycombinator.com/companies/writesonic,workable,https://writesonic.com/careers,writesonic,https://apply.workable.com/writesonic/,https://apply.workable.com/api/v3/accounts/writesonic/jobs,live_jobs,16,200,
Zeal,zeal,https://www.zeal.com,https://www.ycombinator.com/companies/zeal,greenhouse,https://www.zeal.com/careers,,,,unresolved_board_token,0,200,no_greenhouse_token_found
Zensors,zensors-inc,https://www.zensors.com,https://www.ycombinator.com/companies/zensors-inc,ashby,https://www.zensors.com/company/careers,Zensors,https://jobs.ashbyhq.com/Zensors,https://api.ashbyhq.com/posting-api/job-board/Zensors?includeCompensation=true,live_jobs,5,200,
Zip,zip,https://ziphq.com/,https://www.ycombinator.com/companies/zip,ashby,https://zip.com/careers,zip,https://jobs.ashbyhq.com/zip,https://api.ashbyhq.com/posting-api/job-board/zip?includeCompensation=true,live_jobs,117,200,
Zuma,resident-boost,https://www.getzuma.com/,https://www.ycombinator.com/companies/resident-boost,lever,https://www.getzuma.com/,getzuma,https://jobs.lever.co/getzuma,https://api.lever.co/v0/postings/getzuma?mode=json,live_jobs,6,200,
